Recipient,hpAfrica1,hpAfrica2,hpAsia2,hpEurope,hpNEAfrica,hpNorthAsia,hpSahul,hpSiberia,hspHAEAsiaN,hspHAEAsiaS,hspLASEAsia,hspLAEAJapan,属性
HEL_CA3306AA_AS,26.496352,10.888079,165.571359,99.350361,40.129264,209.759881,43.318596,226.530789,772.959796,886.801295,290.740315,287.079377,hspHAEAsiaS
HEL_CA3305AA_AS,32.282556,13.615954,136.964539,102.242347,38.518871,266.87317,50.932737,260.844696,799.679869,901.064065,275.790191,286.897227,hspHAEAsiaS
HEL_CA3396AA_AS,29.877574,10.308507,145.504284,88.900429,37.592314,216.406249,44.303978,238.850221,776.09717,899.320116,295.380928,276.178316,hspHAEAsiaS
HEL_CA3304AA_AS,31.487367,15.698713,240.199304,120.445629,46.022606,215.70717,44.45005,227.730387,726.818303,862.124432,285.935182,300.378617,hspHAEAsiaS
HEL_CA3302AA_AS,19.714821,12.81685,118.585163,82.50002,34.678677,190.968359,43.124817,179.205601,645.115257,1035.810488,260.404704,230.010731,hspHAEAsiaS
HEL_CA4008AA_AS,25.412856,11.870123,174.1379,109.560119,38.12681,219.362103,54.65734,216.033389,748.696939,911.570379,283.70564,286.243757,hspHAEAsiaS
HEL_CA3562AA_AS,21.557573,11.649915,142.021311,82.64032,35.285736,181.764626,34.221331,190.055642,648.763617,954.802354,246.749258,231.532728,hspHAEAsiaS
HEL_CA4010AA_AS,28.243663,12.461,156.579995,100.355577,37.416453,247.647946,40.89942,247.039602,773.584325,925.219599,292.945898,298.546738,hspHAEAsiaS
HEL_CA4374AA_AS,25.237747,12.223167,125.996886,70.73115,33.787174,203.401937,42.256342,213.509313,770.931363,896.584986,260.500294,316.745824,hspHAEAsiaS
HEL_CA4368AA_AS,28.694818,15.813365,187.474597,91.944902,41.997228,239.800256,38.255125,272.67974,822.801664,853.212493,291.784744,325.157943,hspHAEAsiaS
HEL_CA4365AA_AS,33.2032,13.468263,189.359194,105.864712,45.515043,246.939861,47.624936,240.363181,785.826774,891.458993,293.59925,286.035001,hspHAEAsiaS
HEL_CA4363AA_AS,35.718328,15.078861,190.356622,101.866568,48.86497,249.21947,43.520235,283.34937,834.462159,859.694573,280.7772,303.670299,hspHAEAsiaS
HEL_CA4361AA_AS,29.141282,17.730538,162.809985,104.844576,41.943162,252.132159,43.848268,256.57553,816.982011,820.107098,312.359785,328.724234,hspHAEAsiaS
HEL_CA4319AA_AS,31.573403,13.452174,155.062748,92.377596,42.275682,262.391713,38.484261,253.959964,804.373875,875.978159,314.597046,290.449014,hspHAEAsiaS
HEL_CA4316AA_AS,33.644844,19.480518,141.498343,102.969118,35.554621,254.53315,44.384993,242.227376,767.485135,881.164319,306.032925,295.592106,hspHAEAsiaS
HEL_CA4306AA_AS,30.615288,13.792582,173.336762,123.971294,39.152089,236.777867,43.423455,228.140985,851.860232,835.021629,294.056718,293.773118,hspHAEAsiaS
HEL_CA4216AA_AS,22.121032,15.346433,119.847687,142.218353,31.260796,211.722867,50.707544,156.237223,668.409781,1005.815629,253.225832,249.210594,hspHAEAsiaS
HEL_CA4206AA_AS,25.788425,15.315643,184.685348,146.703629,49.447766,225.189707,54.313508,250.210191,747.008999,906.572768,311.733361,285.245923,hspHAEAsiaS
HEL_CA4165AA_AS,23.600805,11.554355,127.513994,71.839421,32.596564,179.597235,41.044485,197.857763,710.870578,964.267329,282.221059,275.491424,hspHAEAsiaS
HEL_CA4164AA_AS,28.449558,11.541771,159.603797,95.477412,43.795628,212.178079,43.990513,219.086152,743.924103,887.802753,296.684337,289.422806,hspHAEAsiaS
HEL_CA4159AA_AS,26.068688,16.981969,168.706782,102.178901,38.798992,259.767607,46.646173,300.21959,792.066503,848.20526,315.398947,337.25067,hspHAEAsiaS
HEL_CA4157AA_AS,42.335066,17.372343,192.676316,130.549988,61.811128,249.399625,47.205882,211.068489,759.037163,850.756921,298.456573,304.914752,hspHAEAsiaS
HEL_CA4147AA_AS,31.018744,14.291029,176.077545,115.385497,46.787964,224.943959,48.693545,191.53222,763.161301,891.408317,266.743034,300.924272,hspHAEAsiaS
HEL_CA4136AA_AS,32.500487,13.608443,164.324316,90.803566,41.681087,230.039628,44.52945,245.016182,827.830353,901.080875,278.71542,284.336623,hspHAEAsiaS
HEL_CA4127AA_AS,31.079134,15.300905,133.346434,113.863399,45.156663,272.621193,53.307959,249.774531,745.367225,902.058823,295.129945,277.073223,hspHAEAsiaS
HEL_CA4124AA_AS,31.580464,18.431743,156.546436,113.581682,45.470962,234.830364,44.509209,229.35926,777.658112,874.633339,297.691262,314.195919,hspHAEAsiaS
HEL_CA4118AA_AS,26.457433,14.477878,156.573746,78.116403,40.21621,238.235916,46.999141,220.006349,787.538213,896.347689,278.663131,333.050487,hspHAEAsiaS
HEL_CA4116AA_AS,35.405201,17.577361,138.635819,95.495967,36.117046,255.614852,45.56117,227.216434,760.631028,823.600849,330.395959,317.425265,hspHAEAsiaS
HEL_CA4089AA_AS,29.170886,10.864138,124.007804,122.447222,36.928808,232.759952,52.276894,237.675581,773.682391,896.119888,298.558401,297.233979,hspHAEAsiaS
HEL_CA4088AA_AS,22.450981,14.174468,154.50825,79.143326,32.235446,215.607752,51.069459,195.335514,814.486032,844.758009,315.317502,312.801916,hspHAEAsiaS
HEL_CA4087AA_AS,25.176778,15.492277,170.027563,125.623548,44.873601,219.99308,49.697986,249.191166,750.340431,873.466293,289.13779,289.191317,hspHAEAsiaS
HEL_CA4396AA_AS,33.741662,15.188114,179.52225,107.870409,45.790539,241.999521,46.54144,244.945444,751.547235,951.014005,272.797109,286.803916,hspHAEAsiaS
HEL_CA4403AA_AS,27.137749,13.934463,160.810148,93.724686,40.512487,238.235778,50.383173,260.769048,787.605377,845.967318,317.840465,348.319738,hspHAEAsiaS
HEL_CA4404AA_AS,22.960615,10.63476,147.19494,95.338439,34.422931,216.88226,41.31277,226.242436,739.392089,905.454783,276.362948,289.380041,hspHAEAsiaS
HEL_CA4407AA_AS,29.546639,21.830546,169.585802,108.826808,48.433601,258.399387,47.65752,266.920934,796.095333,857.444584,299.170215,313.039949,hspHAEAsiaS
HEL_CA4009AA_AS,30.614547,12.601421,121.800845,108.091255,37.476594,263.201259,55.876657,247.636529,765.632702,870.796021,298.036619,325.797235,hspHAEAsiaS
T183,27.984081,14.96832,160.121106,109.302582,36.168631,277.678413,51.146711,314.306664,836.785483,824.717431,355.456722,344.041741,hspHAEAsiaS
T156,29.238299,18.054157,153.498597,88.702455,33.061103,238.376708,49.617746,220.175643,842.533629,822.069187,282.9864,301.253504,hspHAEAsiaS
HEL_CA4059AA_AS,45.713586,22.139422,277.008459,164.427254,89.65192,233.088084,57.576635,279.260381,766.888487,752.691505,294.469433,291.779183,hspHAEAsiaS
HEL_CA3431AA_AS,29.64747,19.689589,165.048056,166.981064,44.43117,227.409477,57.858851,242.537816,781.822598,772.570914,289.708936,282.091684,hspHAEAsiaS
HEL_CA3368AA_AS,32.702931,13.484016,166.244971,96.66937,34.013718,240.904434,50.927047,257.157857,830.268132,834.342452,331.312961,328.233464,hspHAEAsiaS
HEL_CA3346AA_AS,30.798297,16.123947,152.584603,142.38716,42.248653,248.858748,53.160329,273.022524,843.132234,817.895167,324.151689,295.106773,hspHAEAsiaS
HEL_CA3296AA_AS,24.359224,11.969796,152.895482,87.063514,37.2351,245.87077,46.579921,252.251999,821.11819,816.626491,305.556986,314.656697,hspHAEAsiaS
HEL_CA3270AA_AS,25.648462,13.380756,145.699916,89.082845,39.689746,252.931908,47.152196,237.32653,825.14767,817.582306,318.267959,298.596398,hspHAEAsiaS
CB78,32.121356,15.751818,176.315196,108.09185,33.211677,315.712968,45.328652,299.083269,770.214113,755.381277,359.891571,362.296321,hspHAEAsiaS
CB71,33.095973,12.085821,140.013097,87.406686,35.423752,233.119,47.561993,206.030289,796.405787,781.09682,309.423941,333.72738,hspHAEAsiaS
HEL_CA4085AA_AS,23.413099,10.212106,142.798049,92.196063,38.391758,210.166097,43.714234,223.368378,765.884645,889.753375,282.874771,279.344744,hspHAEAsiaS
T128,28.288534,15.461587,220.03682,135.423601,49.256605,357.340108,58.536402,394.237715,726.583686,709.65221,344.368509,364.485204,hspHAEAsiaS
HEL_CA6156AA_AS,37.276357,15.315718,310.532939,145.167181,55.448651,244.343512,56.884309,266.734157,752.621555,780.468463,309.98315,311.434383,hspHAEAsiaS
HEL_CA6151AA_AS,101.087121,30.671438,460.661631,519.216462,263.239282,252.484045,70.747039,303.639888,587.746816,613.499738,292.282453,234.867859,hspHAEAsiaS
HEL_CA4443AA_AS,24.281225,12.130161,149.758766,110.466285,38.378297,225.276586,39.040287,192.907678,766.943274,981.173486,249.215823,287.712129,hspHAEAsiaS
HEL_CA4436AA_AS,23.527767,15.561465,165.468311,102.128318,37.808948,253.378595,47.135138,229.514622,789.235705,864.363996,287.436452,321.187652,hspHAEAsiaS
HEL_CA4434AA_AS,28.079211,16.033158,170.961012,109.987686,39.459906,239.219551,51.347615,222.309475,823.156684,856.334835,310.368109,321.204892,hspHAEAsiaS
HEL_CA4430AA_AS,23.867189,10.900011,162.828904,79.437872,36.615499,229.35111,43.993179,214.698219,732.912839,893.889669,302.228567,294.997404,hspHAEAsiaS
HEL_CA4423AA_AS,24.905423,10.501535,153.632208,92.97802,34.057097,200.57677,46.172816,222.358157,807.316134,901.781496,284.464018,298.69946,hspHAEAsiaS
HEL_CA4422AA_AS,37.650373,16.878802,161.052532,100.067442,43.023025,228.152516,41.967837,243.381709,792.907933,912.425166,318.435598,284.324016,hspHAEAsiaS
HEL_CA4421AA_AS,12.023892,4.168236,42.717036,36.616504,16.085099,74.814469,16.328501,70.786828,225.954333,811.184056,86.303118,86.557914,hspHAEAsiaS
HEL_CA4415AA_AS,28.99203,16.174221,155.811512,99.139035,45.892903,211.623023,39.425583,231.787762,720.455377,946.593089,314.417376,283.363039,hspHAEAsiaS
HEL_CA4408AA_AS,25.413922,16.601163,135.950836,86.958586,43.901116,222.752793,47.277975,264.506673,727.930648,907.365948,269.354383,293.621586,hspHAEAsiaS
HEL_CA6863AA_AS,29.680875,15.024347,153.148385,104.944089,38.424364,232.859541,42.17088,242.788945,803.602124,833.375093,274.286172,314.812029,hspHAEAsiaS
HEL_CA4084AA_AS,25.190459,20.261283,150.905208,300.711048,38.70927,202.878607,54.016007,191.694017,680.370051,835.774033,232.66869,287.567779,hspHAEAsiaS
HEL_CA4375AA_AS,38.875624,20.803703,143.135642,117.326236,36.813157,237.618208,46.592179,230.616332,797.551322,788.844675,325.525365,308.477029,hspHAEAsiaS
HEL_CA4080AA_AS,34.572998,17.409712,264.023474,125.953947,52.789841,229.292722,63.056846,257.970456,732.413042,847.122803,327.274042,314.735158,hspHAEAsiaS
HEL_CA4040AA_AS,36.024863,15.002379,142.828485,134.95055,59.015121,236.202992,40.450646,234.350547,785.045042,905.860878,306.879706,315.394294,hspHAEAsiaS
HEL_CA4039AA_AS,29.559156,21.022872,144.444717,149.926539,40.708925,241.018636,50.620647,213.245903,704.993976,891.849404,287.615528,293.975337,hspHAEAsiaS
HEL_CA4038AA_AS,21.957131,17.020105,145.92365,109.864391,41.234364,236.376072,51.510143,290.873052,733.535726,890.219264,294.434797,285.659698,hspHAEAsiaS
HEL_CA4036AA_AS,31.661757,13.720421,165.038697,120.864186,40.44031,206.634379,51.014761,219.764065,750.750835,927.755138,275.790442,275.676094,hspHAEAsiaS
HEL_CA4035AA_AS,34.694018,19.571215,130.764497,110.590207,36.429235,247.019513,46.960153,261.771126,785.102622,864.629806,316.728992,312.865965,hspHAEAsiaS
HEL_CA4034AA_AS,33.090299,9.926616,125.667725,78.802963,31.673603,213.104915,38.526723,216.09966,788.083627,902.261882,283.372688,322.176743,hspHAEAsiaS
HEL_CA4033AA_AS,30.739599,15.05746,141.164221,85.251981,38.708891,233.323772,41.524251,240.452432,763.247756,789.10919,269.865426,279.334035,hspHAEAsiaS
HEL_CA4031AA_AS,25.696136,13.304482,170.224387,95.854559,39.190052,228.704938,50.542392,201.849022,812.681534,849.824582,308.091557,357.361244,hspHAEAsiaS
HEL_CA4030AA_AS,19.580442,14.390421,147.125224,95.324821,35.69363,236.669442,49.361434,264.141436,708.971505,891.898735,283.382552,287.368582,hspHAEAsiaS
HEL_CA4029AA_AS,28.841357,16.810994,171.141692,94.317287,38.361423,263.70018,44.834268,237.898305,772.539091,843.022098,325.694241,329.201029,hspHAEAsiaS
HEL_CA4027AA_AS,30.523696,19.088125,178.490509,115.87995,41.475208,268.961722,51.720192,268.058757,779.921457,851.025901,300.768704,340.024507,hspHAEAsiaS
HEL_CA4043AA_AS,26.756892,13.898746,142.800794,95.371737,43.78403,250.674206,50.212972,259.599281,837.20473,815.660084,317.053979,344.146996,hspHAEAsiaS
HEL_CA4024AA_AS,38.382013,14.012644,170.18687,99.06341,38.55632,244.957556,48.388895,262.664879,730.817838,908.73015,288.5735,287.135413,hspHAEAsiaS
HEL_CA4012AA_AS,30.644855,15.882706,161.977566,110.906732,45.261768,240.530347,59.062657,265.32533,795.317877,846.22255,324.756823,333.194519,hspHAEAsiaS
HEL_CA4022AA_AS,19.29225,8.568801,68.863,47.144185,19.135937,100.721958,21.166606,71.143237,294.467457,1301.639445,105.759738,126.682168,hspHAEAsiaS
HEL_CA4082AA_AS,35.598449,18.724794,263.577324,113.173608,54.235303,244.308288,58.937695,252.160188,739.431166,857.609353,324.790256,300.711923,hspHAEAsiaS
HEL_CA4020AA_AS,29.261582,10.789068,162.590882,111.205132,39.795817,209.847554,49.102669,200.663508,724.146001,905.952046,274.811463,310.473323,hspHAEAsiaS
HEL_CA4019AA_AS,35.218676,12.378776,176.074101,90.664472,42.802392,238.402406,43.834146,220.851199,731.356539,918.834745,291.127768,312.782986,hspHAEAsiaS
HEL_CA4018AA_AS,28.008494,15.50386,146.202065,119.239238,35.556758,219.710195,55.168113,224.859161,725.285971,883.538626,301.104468,298.285723,hspHAEAsiaS
HEL_CA4017AA_AS,31.054886,10.559601,155.79182,109.240155,35.879517,222.582776,46.524444,214.207677,815.887724,862.349472,286.643792,301.688096,hspHAEAsiaS
HEL_CA4016AA_AS,24.623494,10.203027,130.150146,78.55687,26.589092,210.924101,40.531674,227.737751,762.060713,864.433489,277.540833,317.940309,hspHAEAsiaS
HEL_CA4015AA_AS,42.756187,15.138033,208.856661,129.586825,61.824954,248.038102,48.972939,246.095605,802.773551,808.766514,324.733009,309.984904,hspHAEAsiaS
HEL_CA4014AA_AS,31.749155,18.953197,178.204429,101.321143,39.112918,252.92641,45.710066,265.24615,849.319038,844.350067,310.731693,317.419067,hspHAEAsiaS
HEL_CA4013AA_AS,28.078168,13.21225,149.348208,112.442441,41.419289,213.915165,43.759753,225.424052,797.642785,862.222056,302.051649,299.305741,hspHAEAsiaS
HEL_CA4023AA_AS,27.109327,12.212842,151.05757,94.9013,37.001247,211.936753,40.050021,204.521992,760.984441,974.295704,278.170877,260.533966,hspHAEAsiaS
HEL_CA4044AA_AS,27.9283,14.891287,150.593405,112.441761,38.838651,243.918285,44.831647,265.268208,788.969296,936.857508,301.880362,293.928353,hspHAEAsiaS
HEL_CA4028AA_AS,37.403265,16.157293,200.506432,129.734208,56.119165,244.449657,51.704695,279.023945,811.542233,815.84136,329.442382,328.24764,hspHAEAsiaS
HEL_CA4069AA_AS,30.067256,17.628256,145.163054,163.12578,41.687759,243.551745,54.213078,249.838692,833.625791,852.195361,304.151206,328.157769,hspHAEAsiaS
HEL_CA4045AA_AS,28.767703,15.888769,150.759443,131.924871,40.674225,235.029291,52.786309,260.286598,788.729092,809.438431,308.635009,332.562872,hspHAEAsiaS
HEL_CA4073AA_AS,34.164837,13.197012,161.499976,101.244607,51.464827,255.102644,45.870471,235.258796,769.752644,840.013733,302.524534,298.541126,hspHAEAsiaS
HEL_CA4075AA_AS,28.577884,16.522092,157.008226,115.279208,45.057686,272.421093,49.989687,288.722272,823.818231,877.575178,292.58427,331.351777,hspHAEAsiaS
HEL_CA4076AA_AS,30.551649,12.045506,155.05099,79.439131,37.729929,231.779195,45.042314,223.712857,796.664904,909.842709,314.938851,309.473345,hspHAEAsiaS
HEL_CA4077AA_AS,26.185371,11.439827,129.993194,73.877724,35.491554,192.849691,40.744129,219.339547,709.465028,946.091365,277.383497,288.913755,hspHAEAsiaS
HEL_CA4068AA_AS,43.024099,18.044879,173.265707,106.004632,38.38905,248.327216,56.637333,268.11998,775.664343,787.075549,295.637979,333.598817,hspHAEAsiaS
HEL_CA4078AA_AS,30.55462,13.376638,157.941988,93.953857,31.533845,236.19045,45.983906,236.619118,767.069379,867.908604,306.661014,322.58654,hspHAEAsiaS
HEL_CA4079AA_AS,33.162027,16.232608,137.524672,146.674168,35.302882,245.016997,46.084632,249.101387,763.148689,844.113661,304.433173,297.021339,hspHAEAsiaS
HEL_CA4064AA_AS,25.691034,14.227005,196.818371,92.042095,38.226229,225.741753,45.059161,231.824694,778.557936,875.395134,303.411977,296.800114,hspHAEAsiaS
HEL_CA4063AA_AS,29.153184,13.058367,116.173034,86.800856,31.487914,227.347199,54.17973,233.361183,811.713788,847.347201,283.973728,296.338354,hspHAEAsiaS
HEL_CA4072AA_AS,35.283593,15.399939,161.467383,106.152502,41.843972,249.415122,42.350236,277.630983,761.454048,922.674213,299.724365,288.874875,hspHAEAsiaS
HEL_CA4062AA_AS,28.741007,11.932362,196.135129,111.892936,39.52468,221.054717,37.506002,201.613989,785.389233,864.767492,287.846032,320.224606,hspHAEAsiaS
HEL_CA4060AA_AS,27.095518,15.092874,146.999055,109.76117,35.957989,239.21097,52.861955,221.973592,747.789064,873.588673,283.37946,313.692023,hspHAEAsiaS
HEL_CA4058AA_AS,28.791459,15.586565,113.702306,141.544344,35.246378,217.577219,57.081618,205.804429,775.605342,859.186536,271.034337,299.761091,hspHAEAsiaS
HEL_CA4056AA_AS,26.515136,15.911627,158.243838,110.04347,38.390709,213.691126,44.915696,214.350067,752.193471,995.648017,262.837056,248.931419,hspHAEAsiaS
HEL_CA4055AA_AS,35.927505,14.173252,168.568674,110.59282,47.281557,216.607886,46.593428,231.404675,780.956086,859.178893,271.730999,305.514809,hspHAEAsiaS
HEL_CA4053AA_AS,33.710571,14.780618,165.504385,98.666942,49.751015,257.192834,53.563506,272.617675,804.488916,890.720046,286.083811,340.812774,hspHAEAsiaS
HEL_CA4052AA_AS,30.205037,13.738634,144.998039,97.33017,39.799529,229.12335,53.762302,234.18942,723.231883,927.911879,272.484107,322.325322,hspHAEAsiaS
HEL_CA4051AA_AS,24.051678,14.616496,169.769947,98.941466,38.18193,192.533,42.45398,192.802636,680.62924,981.137048,254.236336,262.836323,hspHAEAsiaS
HEL_CA4050AA_AS,22.938333,12.447073,152.554641,107.805905,32.240657,244.581452,44.562127,255.979634,768.598057,839.096894,327.017347,303.059654,hspHAEAsiaS
HEL_CA4048AA_AS,36.983451,16.260252,226.501557,120.321952,47.765978,236.160233,66.175597,254.992502,752.855001,866.954203,311.762637,314.071945,hspHAEAsiaS
HEL_CA4047AA_AS,25.848495,11.569929,154.463145,111.266197,42.402641,237.919005,43.705175,242.919698,798.953698,907.438852,282.532496,291.219127,hspHAEAsiaS
HEL_CA4061AA_AS,26.743869,12.25108,163.089137,96.846607,38.060599,229.972407,41.010166,205.589487,700.993231,926.241111,287.382496,275.06374,hspHAEAsiaS
HEL_CA4071AA_AS,31.711257,13.720105,137.481708,90.788414,37.449724,221.65719,40.504115,226.145031,760.319341,895.93436,298.048945,288.228324,hspHAEAsiaS
HEL_CA3609AA_AS,286.917882,31.821836,140.105439,194.903401,96.682121,676.53994,87.022916,714.512572,335.781917,301.521704,305.272828,351.397629,hspIndigenousNAmerica
HEL_BA9778AA_AS,38.664529,20.590752,97.539987,108.18937,46.400112,815.280296,85.771162,900.593896,323.163681,274.243412,258.882535,323.651994,hspIndigenousNAmerica
HEL_BA9669AA_AS,33.632154,17.816798,89.277166,91.818014,44.660312,943.37887,46.60707,856.981124,276.925023,230.974207,216.966797,317.929593,hspIndigenousNAmerica
HEL_AA7337AA_AS,63.234188,31.724828,125.907054,174.92057,69.643649,716.085143,379.92086,982.900348,353.243052,267.216295,268.221049,312.269339,hspIndigenousNAmerica
GCA_014498605.1,286.917882,31.821836,140.105439,194.903401,96.682121,676.53994,87.022916,714.512572,335.781917,301.521704,305.272828,351.397629,hspIndigenousNAmerica
HEL_CA0596AA_AS,29.100919,11.355402,101.686586,92.065859,47.129514,337.726371,53.426788,241.101807,474.881043,437.228826,514.39961,808.656231,hspLAEAChinaN
GCA_018328205.1,27.305539,11.401181,119.158216,96.650175,39.145695,379.880864,49.796943,253.907981,490.794238,423.597287,495.166923,715.988546,hspLAEAChinaN
HEL_AA0174AA_AS,28.109103,14.694316,117.799463,97.506222,40.069332,340.677884,58.686377,265.218618,450.373146,432.420228,487.5705,764.634469,hspLAEAChinaN
HEL_CA5165AA_AS,33.632489,16.826435,134.005997,112.896344,62.51015,342.103383,59.905211,273.090165,482.052146,457.133071,479.12103,727.154292,hspLAEAChinaN
HEL_AA0176AA_AS,28.437641,13.9187,106.135046,87.216055,38.96298,345.138272,47.089242,258.846658,483.569814,427.226153,464.261767,740.996027,hspLAEAChinaN
HEL_CA4630AA_AS,25.369082,16.727856,121.72623,91.176189,42.446164,369.670131,54.070327,283.954157,537.429132,424.117145,532.763536,757.631376,hspLAEAChinaN
HEL_AA0247AA_AS,21.490498,13.514534,90.795728,57.086617,31.732435,283.4983,54.200906,181.948131,498.51768,457.601614,512.680051,825.26694,hspLAEAChinaN
HEL_CA4622AA_AS,25.728209,15.728666,114.29329,105.189211,47.545129,398.773447,51.711064,252.46322,514.576349,434.109728,462.081611,739.347743,hspLAEAChinaN
HEL_CA4115AA_AS,48.337475,17.451133,148.686532,161.339603,81.323718,326.959453,61.684135,246.805399,443.931987,444.874665,522.808726,758.167295,hspLAEAChinaN
HEL_CA0385AA_AS,21.492782,10.615819,83.691735,61.812708,31.24059,291.729436,59.299236,208.568373,461.486992,460.232232,514.936131,864.304868,hspLAEAChinaN
HEL_CA4007AA_AS,27.111072,16.254503,98.22118,80.737202,33.12118,381.50495,50.067882,237.885506,459.728833,417.748026,487.893757,820.500759,hspLAEAChinaN
HEL_AA4438AA_AS,22.759289,11.668373,87.745008,80.975166,29.305899,290.42889,49.884213,219.73614,473.60469,424.389486,489.836722,817.57238,hspLAEAChinaN
HEL_AA4446AA_AS,24.244413,17.355591,79.433737,60.148196,26.417585,287.925779,57.002332,178.067268,485.433307,462.066817,521.005037,870.909644,hspLAEAChinaN
HEL_AA4458AA_AS,21.471878,16.356129,78.780062,64.06385,32.31238,283.660916,50.063234,194.047808,453.199156,440.941337,491.272973,823.968831,hspLAEAChinaN
HEL_BA5573AA_AS,71.630751,17.55338,135.471781,104.7101,59.521351,375.487287,58.285743,257.335398,470.429,403.171079,469.381451,752.431685,hspLAEAChinaN
HEL_CA0303AA_AS,24.986991,20.147203,95.180932,86.497726,38.665016,335.846289,53.354068,241.212297,517.619755,430.195385,488.486149,726.415184,hspLAEAChinaN
HEL_CA3948AA_AS,24.495966,13.498538,83.344413,71.424146,34.26801,329.114428,54.03711,242.907514,460.94858,439.10839,487.693238,843.405746,hspLAEAChinaN
HEL_CA0632AA_AS,40.814255,17.19397,176.972653,140.474179,61.521047,419.570525,58.946824,343.273186,490.63009,493.022918,430.436989,676.664276,hspLAEAChinaN
HEL_CA0626AA_AS,31.894087,18.529592,96.524797,85.947004,37.260277,332.466277,56.722021,263.743929,524.923914,438.332276,537.564128,733.35351,hspLAEAChinaN
HEL_CA0599AA_AS,27.212795,14.477725,110.288371,91.724051,42.067468,377.204923,54.363903,246.239013,517.740039,449.702818,498.754241,743.623114,hspLAEAChinaN
HEL_AA0359AA_AS,24.058407,14.812782,124.940389,89.246818,42.028548,344.289531,56.925769,253.157588,494.889844,450.67076,479.989161,777.040567,hspLAEAChinaN
HEL_CA6827AA_AS,33.352889,16.675998,124.114353,100.857457,46.910471,280.088542,61.697347,221.644382,579.200286,576.186475,611.799259,540.341914,hspLAEAChinaN
HEL_CA0071AA_AS,26.289829,14.998724,96.60707,101.0174,37.673646,319.26619,52.830984,261.410717,586.424431,487.993821,573.32621,575.806465,hspLAEAChinaN
HEL_CA5752AA_AS,28.586275,14.329333,101.80908,89.853203,30.264297,338.672774,52.355009,243.386659,527.22339,439.05131,506.074419,734.21571,hspLAEAChinaN
HEL_CA6803AA_AS,36.43569,16.672021,112.14069,102.041989,53.219728,269.967328,52.187145,228.62578,615.710049,504.635931,637.709177,570.278642,hspLAEAChinaN
HEL_AA4464AA_AS,35.853039,15.861454,125.989075,98.47869,48.260558,301.466503,54.468399,250.245739,599.40907,537.097967,587.71762,563.651913,hspLAEAChinaN
HEL_CA2297AA_AS,49.297905,19.769447,207.872553,200.386115,75.443336,344.458524,60.910423,367.053965,628.888154,571.096064,469.266649,486.555146,hspLAEAChinaN
HEL_CA4243AA_AS,28.952716,13.515035,117.092565,84.665863,35.67405,304.294292,57.116459,223.976298,618.077904,533.923456,574.509699,575.309644,hspLAEAChinaN
HEL_CA0070AA_AS,33.724697,16.894701,126.661725,101.273416,44.571716,308.925691,56.498655,295.349901,596.092965,517.666994,573.295053,532.991647,hspLAEAChinaN
GCA_013430965.1,28.66325,15.035266,116.047201,92.74338,37.572499,304.324206,55.364599,252.064215,560.917566,521.112691,604.049954,583.675363,hspLAEAChinaN
HEL_BA9325AA_AS,30.707016,19.830314,89.74226,84.925397,37.863232,306.100816,60.128974,227.849317,600.781597,561.88867,578.218781,640.940722,hspLAEAChinaN
HEL_CA0238AA_AS,21.750546,15.720099,91.44748,79.820476,35.642568,293.142974,51.910832,212.36186,561.974003,488.464769,568.968393,641.083114,hspLAEAChinaN
GCA_013431565.1,27.207963,15.397429,94.47979,66.758205,31.421028,301.72942,50.933741,250.958444,601.456624,483.593068,628.09512,570.833708,hspLAEAChinaN
HEL_CA4192AA_AS,25.056538,14.055523,121.236705,82.843947,35.754122,264.8396,49.633776,235.05402,585.446344,512.654606,559.320354,565.070705,hspLAEAChinaN
HEL_CA0230AA_AS,27.756654,17.040577,93.298086,74.120538,44.864668,302.565687,57.216182,235.614377,570.734352,499.482207,560.523592,603.144099,hspLAEAChinaN
HEL_CA0087AA_AS,46.100201,13.383296,134.072593,148.29887,66.04633,305.951156,65.271425,233.722085,536.399015,519.365171,610.877792,542.844056,hspLAEAChinaN
GCA_013427575.1,26.279327,13.104411,93.623269,72.637698,34.917958,291.09893,49.476779,238.076059,555.709141,516.941273,613.180545,614.960146,hspLAEAChinaN
GCA_013427795.1,33.218981,13.645142,111.740936,94.645899,41.806918,364.531614,64.773026,251.584776,527.110584,497.510825,578.233305,550.163204,hspLAEAChinaN
HEL_CA0126AA_AS,35.576438,16.216107,120.525502,76.777149,39.167911,301.978981,54.755268,268.605689,579.975786,500.673958,605.720621,574.388862,hspLAEAChinaN
HEL_CA4245AA_AS,53.191364,21.136095,163.412454,233.960448,98.732787,314.203734,55.340859,278.779441,540.056577,471.520487,547.461215,523.05049,hspLAEAChinaN
HEL_CA0328AA_AS,33.188363,18.543624,123.414192,107.940579,67.203455,273.373286,59.617409,238.921171,557.02945,520.066863,592.62107,606.887512,hspLAEAChinaN
GCA_013429925.1,36.885144,17.991866,97.567729,79.248497,36.559985,287.775567,49.793307,224.724804,569.134386,500.515593,608.871647,573.712681,hspLAEAChinaN
HEL_CA0265AA_AS,39.868457,16.410096,150.558058,113.506338,60.778767,323.451291,64.23804,260.995996,578.384467,536.939075,547.223295,602.985176,hspLAEAChinaN
HEL_BA9023AA_AS,29.67395,16.023515,104.136247,97.081787,51.798194,293.200872,62.950164,257.902965,559.924169,564.85351,572.729401,537.993755,hspLAEAChinaN
